Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 03/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 03/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£148.19, 03/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£159.59, 03/07/2018,Chief Executives,ESS Care Grant Electrical
BERKELEY CATERING LTD,£504.00, 03/07/2018,Regeneration Enterprise and Sk,Catering External Contract
GREENWICH SERVICE PLUS LIMITED,"£2,918.00", 03/07/2018,Childrens Services,Operational Normal Time
GREENWICH SERVICE PLUS LIMITED,"£10,564.48", 03/07/2018,Childrens Services,Vehicle Hire
GREENWICH SERVICE PLUS LIMITED,"£29,671.80", 03/07/2018,Childrens Services,Operational Normal Time
GREENWICH SERVICE PLUS LIMITED,"£133,202.36", 03/07/2018,Childrens Services,Vehicle Hire
LONDON BOROUGH OF BROMLEY,"£2,057.38", 03/07/2018,Childrens Services,Vehicle Hire External Hired
TCS COMPUTER SERVICES LTD,"£3,429.60", 03/07/2018,Chief Executives,Computer Software
NPOWER LTD,"£42,869.90", 03/07/2018,Systems Control Accounts,Expenditure Payments
NPOWER LTD,"£43,809.44", 03/07/2018,Systems Control Accounts,Expenditure Payments
HSBC INVOICE FINANCE (UK) LTD,£500.00, 03/07/2018,Childrens Services,Legal Fees
HAYS SPECIALIST RECRUITMENT LTD,"£12,264.14", 03/07/2018,Systems Control Accounts,Expenditure Payments
MANPOWER UK LTD,"£27,336.28", 03/07/2018,Systems Control Accounts,Expenditure Payments
BADENOCH & CLARK LIMITED,"£2,321.03", 03/07/2018,Systems Control Accounts,Expenditure Payments
SANTANDER UK PLC,"£8,640.76", 03/07/2018,Systems Control Accounts,Expenditure Payments
NETWORK VENTURES LTD,"£1,787.23", 03/07/2018,Systems Control Accounts,Expenditure Payments
THE OYSTER PARTNERSHIP,"£17,919.11", 03/07/2018,Systems Control Accounts,Expenditure Payments
SANCTUARY PERSONNEL LIMITED,"£2,092.23", 03/07/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"£4,756.66", 03/07/2018,Systems Control Accounts,Expenditure Payments
MEDICARE FIRST LIMITED,"£2,859.22", 03/07/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"£2,904.80", 03/07/2018,Systems Control Accounts,Expenditure Payments
BALTIMORE CONSULTING LTD,"£2,612.30", 03/07/2018,Systems Control Accounts,Expenditure Payments
REMEDY RECRUITMENT GROUP LTD,"£11,085.87", 03/07/2018,Systems Control Accounts,Expenditure Payments
LAW ABSOLUTE LIMITED,"£3,736.20", 03/07/2018,Systems Control Accounts,Expenditure Payments
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"£2,338.90", 03/07/2018,Systems Control Accounts,Expenditure Payments
VENN GROUP LIMITED,"£8,538.80", 03/07/2018,Systems Control Accounts,Expenditure Payments
MORGAN HUNT UK LIMITED,"£5,345.04", 03/07/2018,Systems Control Accounts,Expenditure Payments
RANDSTAD CPE LIMITED,"£1,794.46", 03/07/2018,Systems Control Accounts,Expenditure Payments
RANDSTAD CPE LIMITED,"£7,371.11", 03/07/2018,Systems Control Accounts,Expenditure Payments
METRO BANK PLC,"£6,560.34", 03/07/2018,Systems Control Accounts,Expenditure Payments
FORTRESS RECRUITMENT LIMITED,"£7,877.02", 03/07/2018,Systems Control Accounts,Expenditure Payments
EDEN BROWN LIMITED,"£3,729.92", 03/07/2018,Systems Control Accounts,Expenditure Payments
CALCO SERVICES LIMITED,"£3,928.48", 03/07/2018,Systems Control Accounts,Expenditure Payments
SONOVATE LTD,"£3,446.11", 03/07/2018,Systems Control Accounts,Expenditure Payments
MACDONALD & COMPANY FREELANCE LTD,"£8,671.40", 03/07/2018,Systems Control Accounts,Expenditure Payments
VILLAGE STAFF LIMITED,"£5,520.27", 03/07/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,"£3,630.74", 03/07/2018,Systems Control Accounts,Expenditure Payments
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"£1,999.09", 03/07/2018,Systems Control Accounts,Expenditure Payments
HSBC INVOICE FINANCE (UK) LTD,"£2,644.10", 03/07/2018,Systems Control Accounts,Expenditure Payments
MMP CONSULTANCY LIMITED,"£1,197.84", 03/07/2018,Systems Control Accounts,Expenditure Payments
HOJONA LTD,"£1,722.72", 03/07/2018,Systems Control Accounts,Expenditure Payments
CHARLES HUNTER ASSOCIATES LIMITED,"£6,871.01", 03/07/2018,Systems Control Accounts,Expenditure Payments
ACTION FIRST RECRUITMENT LTD,"£2,439.90", 03/07/2018,Systems Control Accounts,Expenditure Payments
RBS INVOICE FINANCE LTD,"£4,227.21", 03/07/2018,Systems Control Accounts,Expenditure Payments
LIQUID PERSONNEL LTD,"£6,372.74", 03/07/2018,Systems Control Accounts,Expenditure Payments
BBL TECHNICAL LIMITED,"£7,672.99", 03/07/2018,Systems Control Accounts,Expenditure Payments
FACTOR 21 PLC,"£4,221.92", 03/07/2018,Systems Control Accounts,Expenditure Payments
RBS INVOICE FINANCE LTD,"£2,655.20", 03/07/2018,Systems Control Accounts,Expenditure Payments
BARCLAYS BANK PLC,"£2,563.20", 03/07/2018,Systems Control Accounts,Expenditure Payments
SELLICK PARTNERSHIP LIMITED,"£4,003.20", 03/07/2018,Systems Control Accounts,Expenditure Payments
OSBOURNE RICHARDSON LIMITED,"£12,765.04", 03/07/2018,Systems Control Accounts,Expenditure Payments
CARITAS RECRUITMENT LIMITED,"£8,661.98", 03/07/2018,Systems Control Accounts,Expenditure Payments
CAPITAL ENGINEERING PERSONNEL LTD,"£4,176.80", 03/07/2018,Systems Control Accounts,Expenditure Payments
SKIPTON BUSINESS FINANCE,"£8,776.41", 03/07/2018,Systems Control Accounts,Expenditure Payments
SERVICE CARE SOLUTIONS LIMITED,"£4,868.09", 03/07/2018,Systems Control Accounts,Expenditure Payments
MATCHTECH GROUP (UK) LTD,"£7,404.70", 03/07/2018,Systems Control Accounts,Expenditure Payments
BIBBY FACTORS LTD,"£3,639.51", 03/07/2018,Systems Control Accounts,Expenditure Payments
TEMPEST RESOURCING LTD,"£7,408.51", 03/07/2018,Systems Control Accounts,Expenditure Payments
BIBBY FACTORS LTD,£855.10, 03/07/2018,Systems Control Accounts,Expenditure Payments
EXECUTIVE RESOURCE GROUP LTD,"£1,647.03", 03/07/2018,Systems Control Accounts,Expenditure Payments
COYLE PERSONNEL PLC,"£1,651.01", 03/07/2018,Systems Control Accounts,Expenditure Payments
CLIENT DIRECTS LIMITED,"£24,778.43", 03/07/2018,Systems Control Accounts,Expenditure Payments
IPEOPLE SOLUTIONS LIMITED,"£3,959.95", 03/07/2018,Systems Control Accounts,Expenditure Payments
CARRINGTON WEST LIMITED,"£1,075.54", 03/07/2018,Systems Control Accounts,Expenditure Payments
NEXERE CONSULTING LIMITED,"£1,347.38", 03/07/2018,Systems Control Accounts,Expenditure Payments
THE FRCE RECRUITMENT GROUP LTD,"£1,338.98", 03/07/2018,Systems Control Accounts,Expenditure Payments
TRADEWIND RECRUITMENT SOCIAL CARE LTD,"£1,706.90", 03/07/2018,Systems Control Accounts,Expenditure Payments
NUCO SOLUTIONS LTD,"£5,051.36", 03/07/2018,Systems Control Accounts,Expenditure Payments
METRO BANK T/A SME INVOICE FINANCE LTD,"£1,467.16", 03/07/2018,Systems Control Accounts,Expenditure Payments
CALVERTON FINANCE LIMITED,£979.02, 03/07/2018,Systems Control Accounts,Expenditure Payments
ROC SEARCH LIMITED,"£2,444.81", 03/07/2018,Systems Control Accounts,Expenditure Payments
RBS INVOICE FINANCE LIMITED,"£7,486.63", 03/07/2018,Systems Control Accounts,Expenditure Payments
IGF INVOICE FINANCE LTD,£708.09, 03/07/2018,Systems Control Accounts,Expenditure Payments
NONSTOP RECRUITMENT LIMITED,"£1,200.00", 03/07/2018,Systems Control Accounts,Expenditure Payments
SANCTUM CONSULTANTS LIMITED,"£1,639.96", 03/07/2018,Systems Control Accounts,Expenditure Payments
CLEAR EDGE RESOURCING LTD,"£1,977.65", 03/07/2018,Systems Control Accounts,Expenditure Payments
PARKER ROSE RECRUITMENT LTD,"£1,478.40", 03/07/2018,Systems Control Accounts,Expenditure Payments
OCCUPATIONAL HEALTH STAFFING LIMITED,"£1,514.12", 03/07/2018,Systems Control Accounts,Expenditure Payments
ADVANTEDGE COMMERCIAL FINANCE (NORTH) LTD,£715.70, 03/07/2018,Systems Control Accounts,Expenditure Payments
COLLABERA EUROPE LIMITED,"£2,323.50", 03/07/2018,Systems Control Accounts,Expenditure Payments
REDACTED PERSONAL INFORMATION,£933.14, 03/07/2018,Childrens Services,LC Staying Put
REDACTED PERSONAL INFORMATION,"£1,311.18", 03/07/2018,Childrens Services,General Assistance
REDACTED PERSONAL INFORMATION,£888.00, 03/07/2018,Childrens Services,LC Staying Put
BBL TECHNICAL RECRUITMENT LIMITED,"£3,321.35", 03/07/2018,Systems Control Accounts,Expenditure Payments
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.59, 04/07/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£37.60, 04/07/2018,Chief Executives,ESS Care Grant Furniture
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 04/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 04/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 04/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 04/07/2018,Chief Executives,ESS Care Grant Electrical
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£159.59, 04/07/2018,Chief Executives,ESS Care Grant Electrical
TUNGATE FORMS AND LABELS LIMITED,£715.50, 04/07/2018,Chief Executives,Printing
ROYAL BOROUGH OF GREENWICH HERITAGE TRUST CIO,£551.25, 04/07/2018,Childrens Services,Room Hire (Fostering)
THE LONDON APPRENTICESHIP COMPANY,"£20,419.18", 04/07/2018,Regeneration Enterprise and Sk,Apprentice Costs
CASTLE WATER LIMITED,£932.87, 04/07/2018,Housing Services HRA,Water
GREENWICH LEISURE LIMITED,"£5,418.00", 04/07/2018,Chief Executives,Other Services
CASTLE WATER LIMITED,"£2,859.21", 04/07/2018,Regeneration Enterprise and Sk,Water
AMBER CAR SERVICES LTD,"£1,823.76", 04/07/2018,Childrens Services,Vehicle Hire External Hired
REED SPECIALIST RECRUITMENT LTD,"£1,111.64", 04/07/2018,Childrens Services,Agency Staff
REACH PUBLISHING SERVICES LIMITED,"£4,594.36", 04/07/2018,Chief Executives,Printing External Contract
REACH PUBLISHING SERVICES LIMITED,£378.95, 04/07/2018,Chief Executives,Printing External Contract
REDACTED PERSONAL INFORMATION,£624.00, 04/07/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£1,110.00", 04/07/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,£780.00, 04/07/2018,Childrens Services,Other Services
WOLSELEY UK LTD (VARIOUS SUPPLIES),£909.23, 04/07/2018,Housing Services HRA,Materials
SOUTH EAST LONDON COMMUNITY ENERGY,"£1,175.05", 04/07/2018,Regeneration Enterprise and Sk,ILM & Trainee Pay
CLOCKHOUSE COMMUNITY CENTRE ASSOCIATON (GREENWICH),£878.16, 04/07/2018,Regeneration Enterprise and Sk,ILM & Trainee Pay
DELAWARE NORTH COMPANIES (UK) HOSPITALITY SERV LTD,£162.00, 04/07/2018,Regeneration Enterprise and Sk,Rents Other
DELAWARE NORTH COMPANIES (UK) HOSPITALITY SERV LTD,£774.00, 04/07/2018,Regeneration Enterprise and Sk,Rents Other
RBG DESTINATION MANAGEMENT COMPANY CIC,£561.00, 04/07/2018,Regeneration Enterprise and Sk,ILM & Trainee Pay
REDACTED PERSONAL INFORMATION,£936.00, 04/07/2018,Childrens Services,Other Services
CHRIST THE KING COLLEGE,"£1,687.47", 04/07/2018,Childrens Services,MIsc
CHRIST THE KING COLLEGE,"£2,845.55", 04/07/2018,Childrens Services,MIsc
CHRIST THE KING COLLEGE,"£1,692.40", 04/07/2018,Childrens Services,MIsc
ORCHARD HILL COLLEGE,"£16,085.33", 04/07/2018,Childrens Services,MIsc
ORCHARD HILL COLLEGE,"£12,818.00", 04/07/2018,Childrens Services,MIsc
ORCHARD HILL COLLEGE,"£13,728.53", 04/07/2018,Childrens Services,MIsc
STANNAH LIFT SERVICES LTD,"£5,174.40", 04/07/2018,Capital Housing Revenue Acc,General Payments
ORCHARD HILL COLLEGE,"£1,666.67", 04/07/2018,Childrens Services,MIsc
ORCHARD HILL COLLEGE,"£17,557.33", 04/07/2018,Childrens Services,MIsc
REDACTED PERSONAL INFORMATION,"£12,000.00", 04/07/2018,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,£864.00, 04/07/2018,Childrens Services,Other Services
MEARS LTD,"£15,681.23", 04/07/2018,Housing Services HRA,Services Private Contractor
DURABLE CONTRACTS LTD,"£13,751.82", 04/07/2018,Housing Services HRA,Services Private Contractor
REDACTED PERSONAL INFORMATION,"£3,185.00", 04/07/2018,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,"£3,187.00", 04/07/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£7,864.40", 04/07/2018,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,"£8,274.27", 04/07/2018,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,"£14,484.52", 04/07/2018,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,"£7,121.81", 04/07/2018,Childrens Services,Services Other Local Author
REDACTED PERSONAL INFORMATION,"£1,000.00", 04/07/2018,Childrens Services,Other Services
REDACTED PERSONAL INFORMATION,"£1,992.00", 04/07/2018,Childrens Services,Other Services
ERITH CONTRACTORS LTD,"£94,550.24", 04/07/2018,Housing Services HRA,Services Private Contractor
HOW SCAFFOLDING,"£53,900.24", 04/07/2018,Housing Services HRA,Services Private Contractor
LONGLEY ELECTRICAL LIMITED,"£5,324.06", 04/07/2018,Priority Investment Programme,Alarms
REDACTED PERSONAL INFORMATION,"£1,750.00", 04/07/2018,Childrens Services,Other Services
SOUTHPARK HEATING SERVICES LIMITED,"£26,631.77", 04/07/2018,Planned Maintenance,Heating
RE-GEN (UK) CONSTRUCTION LTD,"£39,447.66", 04/07/2018,Housing Services HRA,Electrical Testing
CHRIST THE KING COLLEGE,"£2,680.11", 04/07/2018,Childrens Services,MIsc
ENGIE REGENERATION LTD,"£268,554.67", 04/07/2018,Capital Housing Revenue Acc,Refurbishment
THE LEWISHAM HEALTHCARE NHS TRUST,"£1,207.00", 04/07/2018,Childrens Services,Telephones
BINDMANS LLP,"£1,012.00", 04/07/2018,Childrens Services,Legal Fees
SOUTH EAST LONDON COMMUNITY ENERGY,"£8,000.00", 04/07/2018,Regeneration Enterprise and Sk,Services Private Contractor
BAILY GARNER LLP,£760.80, 04/07/2018,Modernisation,Ext Consultants Fees
LLOYDS TSB COMMERCIAL FINANCE LTD,"£6,048.00", 04/07/2018,Health and Adult Services,Services by External Providers
ADVOCACY FOR ALL,"£2,817.10", 04/07/2018,Health and Adult Services,Services by External Providers
SHARPE PRITCHARD LLP,"£7,140.00", 04/07/2018,Regeneration Enterprise and Sk,Professional Fees
CMP THAMES LTD,"£15,965.12", 04/07/2018,Regeneration Enterprise and Sk,Services Private Contractor
BINDMANS LLP,"£1,012.00", 04/07/2018,Childrens Services,Legal Fees
BINDMANS LLP,"£2,024.00", 04/07/2018,Childrens Services,Legal Fees
MCCH,"£387,367.33", 04/07/2018,Health and Adult Services,Services Private Contractor
KENT COUNTY COUNCIL (KCS),£852.10, 04/07/2018,Health and Adult Services,Electricity
KENT COUNTY COUNCIL (KCS),£649.58, 04/07/2018,Health and Adult Services,Electricity
REDACTED PERSONAL INFORMATION,"£1,080.00", 04/07/2018,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"£1,080.00", 04/07/2018,Childrens Services,Services by External Providers
REDACTED PERSONAL INFORMATION,"£2,520.00", 04/07/2018,Childrens Services,Services by External Providers
SHARPE PRITCHARD LLP,"£4,800.00", 04/07/2018,Priority Investment Programme,Ext Legal Fees
REDACTED PERSONAL INFORMATION,"£2,520.00", 04/07/2018,Childrens Services,Services by External Providers
RAVENSBOURNE COLLEGE,"£8,100.00", 04/07/2018,Regeneration Enterprise and Sk,Services Private Contractor
NORTHGATE PUBLIC SERVICES (UK) LTD,"£1,501.56", 04/07/2018,Health and Adult Services,Services by External Providers
IDOX  SOFTWARE LIMITED,"£1,851.00", 04/07/2018,Chief Executives,Other Services
THORLUX LIGHTING A DIVISION FW THORPE PLC,"£1,015.36", 04/07/2018,Planned Maintenance,Lighting
CHUBB FIRE LIMITED,"£1,567.17", 04/07/2018,Health and Adult Services,Professional Fees
BLUE OCEAN SERVICES LTD,"£1,130.78", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£3,472.72", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,£655.26, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£1,745.84", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,£921.71, 04/07/2018,Health and Adult Services,Services Private Contractor
BLUE OCEAN SERVICES LTD,"£3,252.76", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"£3,072.35", 04/07/2018,Health and Adult Services,Services Private Contractor
BLUE OCEAN SERVICES LTD,£906.00, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"£3,174.76", 04/07/2018,Health and Adult Services,Services Private Contractor
BLUE OCEAN SERVICES LTD,£815.40, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£1,006.62", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
STAR CARE UK LTD,"£2,316.32", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£1,376.40", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,£717.08, 04/07/2018,Health and Adult Services,ISF Personal Care
BLUE OCEAN SERVICES LTD,£562.08, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,£534.43, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,£675.52, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£1,509.24", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"£5,845.72", 04/07/2018,Childrens Services,Agency Placements
BLUE OCEAN SERVICES LTD,£752.52, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£2,043.36", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£1,876.80", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,£851.85, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£1,396.32", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,"£2,213.30", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
BLUE OCEAN SERVICES LTD,£543.60, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
REDACTED PERSONAL INFORMATION,"£3,375.00", 04/07/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,487.50", 04/07/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,375.00", 04/07/2018,Childrens Services,Agency Placements
REDACTED PERSONAL INFORMATION,"£3,487.50", 04/07/2018,Childrens Services,Agency Placements
FOUR SEASONS HEALTH CARE LTD (CHARLTON PARK),"£3,452.06", 04/07/2018,Health and Adult Services,Private Sector Nursing Homes
16 PLUS TEAM LTD T/A THE ARTEMIS TEAM LTD,"£1,296.00", 04/07/2018,Childrens Services,Private Home Help Domestic
STAR CARE UK LTD,"£1,966.42", 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
STAR CARE UK LTD,£797.18, 04/07/2018,Health and Adult Services,Private Home Help Domest Misc
CRAEGMOOR OAKS SIDCUP PRIORY,"£4,307.14", 04/07/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"£4,307.14", 04/07/2018,Health and Adult Services,Private Sector Nursing Homes
CRAEGMOOR OAKS SIDCUP PRIORY,"£4,714.29", 04/07/2018,Health and Adult Services,Private Sector Nursing Homes
