Creditor_Name ,Invoice Line Amount,Payment_Date,LA Department,Expenditure Category/Description
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 02/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 02/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 02/10/2018,ESS Care Grant Electrical,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£1,943.69", 02/10/2018,Equipment Lease,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£1,300.78", 02/10/2018,Equipment Lease,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£4,070.27", 02/10/2018,Equipment Lease,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£4,070.27", 02/10/2018,Equipment Lease,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£1,300.78", 02/10/2018,Equipment Lease,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£1,943.69", 02/10/2018,Equipment Lease,Chief Executives
CANON (UK) LIMITED-PO BOX 244,"£1,412.30", 02/10/2018,Equipment Lease,Chief Executives
42 BEDFORD ROW,£720.00, 02/10/2018,Professional Fees,Chief Executives
42 BEDFORD ROW,£720.00, 02/10/2018,Professional Fees,Chief Executives
CAPITA  BUSINESS SERVICES LTD,"£2,040.00", 02/10/2018,Services Private Contractor,Chief Executives
HODGE JONES & ALLEN LLP,"£10,750.00", 02/10/2018,Professional Fees,Chief Executives
WHITESPACE WORK SOFTWARE LIMITED,"£12,000.00", 02/10/2018,Services Private Contractor,Chief Executives
GREENWICH SERVICE PLUS LIMITED,£964.66, 03/10/2018,Services Private Contractor,Chief Executives
CHUBB FIRE LIMITED,£519.98, 03/10/2018,Equipment,Chief Executives
RBS INVOICE FINANCE,"£1,370.40", 03/10/2018,Printing External Contract,Chief Executives
RBS INVOICE FINANCE,"£1,345.00", 03/10/2018,Printing External Contract,Chief Executives
SIGNS PLUS LIMITED,"£1,068.00", 03/10/2018,Other Services,Chief Executives
ANTALIS LIMITED,£934.80, 03/10/2018,Materials,Chief Executives
SIGNS PLUS LIMITED,"£3,960.00", 03/10/2018,Other Services,Chief Executives
WHYTE & CO,"£3,155.10", 03/10/2018,Student Award Payment,Chief Executives
WHYTE & CO,"-£2,629.25", 03/10/2018,Student Award Payment,Chief Executives
BT PLC,£943.49, 03/10/2018,Telephones,Chief Executives
ELTHAM DIGITAL PRINTERS LTD,"£4,080.00", 04/10/2018,Printing External Contract,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,£684.00, 04/10/2018,Printing External Contract,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,£513.00, 04/10/2018,Printing External Contract,Chief Executives
ELTHAM DIGITAL PRINTERS LTD,£564.00, 04/10/2018,Printing External Contract,Chief Executives
THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,£793.20, 04/10/2018,Training Expenses,Chief Executives
THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,£667.20, 04/10/2018,Training Expenses,Chief Executives
THE ASSOCIATION OF ELECTORAL ADMINISTRATORS,£441.60, 04/10/2018,Training Expenses,Chief Executives
HEALTH MANAGEMENT  LTD,"£20,910.00", 04/10/2018,Services Private Contractor,Chief Executives
CLAIRE MAUNDERS,"£1,590.00", 04/10/2018,Professional Fees,Chief Executives
BACK CARE SOLUTIONS LTD,£58.74, 04/10/2018,Equipment,Chief Executives
BACK CARE SOLUTIONS LTD,£60.00, 04/10/2018,Equipment,Chief Executives
BACK CARE SOLUTIONS LTD,£144.00, 04/10/2018,Equipment,Chief Executives
BACK CARE SOLUTIONS LTD,£248.40, 04/10/2018,Equipment,Chief Executives
NORTHGATE PUBLIC SERVICES (UK) LTD,"£13,805.32", 04/10/2018,Services Private Contractor,Chief Executives
GLOBAL FUSION MUSIC & ARTS,£700.00, 04/10/2018,Greenwich Christmas Festival,Chief Executives
TCS COMPUTER SERVICES LTD,"£3,429.60", 04/10/2018,Computer Software,Chief Executives
SPECIALIST PSYCHOLOGY ASSOCIATES LTD,"£1,660.60", 04/10/2018,Professional Fees,Chief Executives
NORTHGATE PUBLIC SERVICES (UK) LTD,"£3,071.58", 04/10/2018,Services Private Contractor,Chief Executives
ENVIRONMENT AGENCY,"£42,493.25", 01/10/2018,TWA Levy,Chief Executives
ENVIRONMENT AGENCY,£981.50, 01/10/2018,SWA Levy,Chief Executives
JUDGE & PRIESTLEY LLP,£588.00, 05/10/2018,Legal Fees External Contract,Chief Executives
JUDGE & PRIESTLEY LLP,£274.00, 05/10/2018,Land Registry Fees,Chief Executives
JUDGE & PRIESTLEY LLP,"£1,200.00", 05/10/2018,Legal Fees External Contract,Chief Executives
JUDGE & PRIESTLEY LLP,£367.20, 05/10/2018,Legal Fees External Contract,Chief Executives
JUDGE & PRIESTLEY LLP,£127.00, 05/10/2018,Land Registry Fees,Chief Executives
JUDGE & PRIESTLEY LLP,£961.00, 05/10/2018,Court Disbursements,Chief Executives
JUDGE & PRIESTLEY LLP,£96.00, 05/10/2018,Court Disbursements,Chief Executives
JUDGE & PRIESTLEY LLP,£748.80, 05/10/2018,Legal Fees External Contract,Chief Executives
JUDGE & PRIESTLEY LLP,£89.00, 05/10/2018,Land Registry Fees,Chief Executives
JUDGE & PRIESTLEY LLP,£330.00, 05/10/2018,Court Disbursements,Chief Executives
JUDGE & PRIESTLEY LLP,£96.00, 05/10/2018,Legal Fees External Contract,Chief Executives
JUDGE & PRIESTLEY LLP,£3.00, 05/10/2018,Land Registry Fees,Chief Executives
JUDGE & PRIESTLEY LLP,"£2,760.00", 05/10/2018,Legal Fees External Contract,Chief Executives
ETRE CONSULTING LTD,"£2,205.00", 05/10/2018,AOPS Social Care,Chief Executives
RBS INVOICE FINANCE,"£6,678.00", 08/10/2018,Printing External Contract,Chief Executives
ALLPAY NET LIMITED,"£452,803.86", 08/10/2018,Central Expenses,Chief Executives
ALLPAY NET LIMITED,"-£377,336.55", 08/10/2018,Central Expenses,Chief Executives
ALLPAY NET LIMITED,"£324,266.34", 08/10/2018,Central Expenses,Chief Executives
ALLPAY NET LIMITED,"-£270,221.95", 08/10/2018,Central Expenses,Chief Executives
REDACTED PERSONAL INFORMATION,£900.00, 08/10/2018,ESS Removal Services,Chief Executives
KPMG LLP,"£1,500.00", 08/10/2018,Professional Fees,Chief Executives
INTAFORENSICS LIMITED,"£2,520.00", 08/10/2018,Professional Fees,Chief Executives
ASSET FINANCE & MANAGEMENT LTD (AFM SOLUTIONS),£565.24, 08/10/2018,Expenditure Payments,Chief Executives
C J S PLANTS,"£1,035.00", 08/10/2018,Car Free Day Cost,Chief Executives
ASHTEAD PLANT HIRE CO LTD T/A LIVE TRACKWAY,£723.00, 08/10/2018,Car Free Day Cost,Chief Executives
NORTHGATE PUBLIC SERVICES (UK) LTD,"£3,782.40", 08/10/2018,Services Private Contractor,Chief Executives
LOGICALIS UK LIMITED,"£30,013.04", 09/10/2018,Services Private Contractor,Chief Executives
GREENWICH CITIZENS ADVICE BUREAU LTD,"£108,215.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
UNIQUE OFFICE SOLUTIONS LIMITED,£661.20, 09/10/2018,Other Services,Chief Executives
ENCORE ENVELOPES LIMITED,£804.96, 09/10/2018,Printing External Contract,Chief Executives
DEE MASTERS,"£1,632.00", 09/10/2018,Professional Fees,Chief Executives
THE STATIONERY OFFICE LTD,"£4,560.00", 09/10/2018,Books & Publications,Chief Executives
THE STATIONERY OFFICE LTD,"£5,964.00", 09/10/2018,Books & Publications,Chief Executives
GREENWICH INCLUSION PROJECT (GRIP),"£35,630.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
IDOX  SOFTWARE LIMITED,"£8,285.56", 09/10/2018,Other Services,Chief Executives
EASYNET CHANNEL PARTNERS LIMITED,£862.72, 09/10/2018,Logicalis Circuit Costs,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.59, 09/10/2018,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.18, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.59, 09/10/2018,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.18, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.59, 09/10/2018,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£37.61, 09/10/2018,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.18, 09/10/2018,ESS Care Grant Electrical,Chief Executives
XMA LIMITED,£906.59, 09/10/2018,Asbestos Analysis,Chief Executives
TRANS EUROPEAN TECHNOLOGY,"£4,364.80", 09/10/2018,Bank Charges,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£102.59, 09/10/2018,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£37.61, 09/10/2018,ESS Care Grant Furniture,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£205.19, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£22.80, 09/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.18, 09/10/2018,ESS Care Grant Electrical,Chief Executives
ANTALIS LIMITED,£542.71, 09/10/2018,Materials,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,£834.00, 09/10/2018,Printing External Contract,Chief Executives
DIAMOND COLOUR PRINT LTD,£958.80, 09/10/2018,Printing External Contract,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,£804.00, 09/10/2018,Printing External Contract,Chief Executives
PLUMSTEAD COMMUNITY LAW CENTRE LIMITED,"£35,110.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
THE METRO CENTRE,"£33,470.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
HER CENTRE LTD,"£31,625.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,"£1,365.60", 09/10/2018,Printing External Contract,Chief Executives
GREENWICH HOUSING RIGHTS,"£29,925.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,"£1,272.00", 09/10/2018,Printing External Contract,Chief Executives
REDACTED PERSONAL INFORMATION,"£20,250.00", 09/10/2018,Care Project,Chief Executives
LLOYDS TSB COMMERCIAL FINANCE LTD,£852.00, 09/10/2018,Printing External Contract,Chief Executives
GREENWICH & LEWISHAM YOUNG PEOPLES THEATRE,"£16,250.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
REDACTED PERSONAL INFORMATION,"£10,125.00", 09/10/2018,Care Project,Chief Executives
REDACTED PERSONAL INFORMATION,"£11,250.00", 09/10/2018,Care Project,Chief Executives
REDACTED PERSONAL INFORMATION,"£12,375.00", 09/10/2018,Care Project,Chief Executives
REDACTED PERSONAL INFORMATION,"£13,500.00", 09/10/2018,Care Project,Chief Executives
SOUTH OF ENGLAND FOUNDATION,"£13,885.00", 09/10/2018,Arts Small Grants,Chief Executives
VOLUNTEERS CENTRE GREENWICH,"£14,375.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
REDACTED PERSONAL INFORMATION,"£16,875.00", 09/10/2018,Care Project,Chief Executives
GAD PA AGENCY,"£18,250.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
THE METRO CENTRE,"£9,000.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
REDACTED PERSONAL INFORMATION,"£9,000.00", 09/10/2018,Care Project,Chief Executives
REDACTED PERSONAL INFORMATION,"£6,750.00", 09/10/2018,Care Project,Chief Executives
BETA DISTRIBUTION (SOUTH),"£8,522.26", 09/10/2018,Other Services,Chief Executives
REDACTED PERSONAL INFORMATION,"£5,625.00", 09/10/2018,Care Project,Chief Executives
REDACTED PERSONAL INFORMATION,"£5,625.00", 09/10/2018,Care Project,Chief Executives
GLOBAL FUSION MUSIC & ARTS,"£5,395.50", 09/10/2018,Arts Small Grants,Chief Executives
EMERGENCY EXIT ARTS,"£7,500.00", 09/10/2018,Grants To Voluntary Organ,Chief Executives
BT PLC,£512.88, 09/10/2018,Telephones,Chief Executives
JOANNE WILLIS,£600.00, 10/10/2018,Eltham Lights Up,Chief Executives
NEW COURT CHAMBERS,"£10,237.68", 10/10/2018,Professional Fees,Chief Executives
NEW COURT CHAMBERS,£257.00, 10/10/2018,Professional Fees,Chief Executives
INTEC FOR BUSINESS LIMITED,"£3,150.00", 10/10/2018,Computer Software,Chief Executives
CIPFA,"£1,308.00", 10/10/2018,Training Expenses,Chief Executives
CIPFA,£576.00, 10/10/2018,Training Expenses,Chief Executives
CIPFA,"£2,284.80", 10/10/2018,Training Expenses,Chief Executives
CIPFA,"£1,308.00", 10/10/2018,Training Expenses,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£216.59, 10/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£45.60, 10/10/2018,ESS Care Grant Electrical,Chief Executives
UNDERLEY FURNISHINGS LTD T/AS FURNISHED HOMES,£262.19, 10/10/2018,ESS Care Grant Electrical,Chief Executives
LASA CHARITY UK LTD,£960.00, 17/10/2018,Services Private Contractor,Chief Executives
SPACEHOUSE LIMITED,"£1,980.00", 10/10/2018,Services Private Contractor,Chief Executives
WHYTE & CO,"£1,080.46", 10/10/2018,Debt Collection Agency Charges,Chief Executives
WHYTE & CO,"£2,336.26", 10/10/2018,Debt Collection Agency Charges,Chief Executives
BT PLC,"£2,108.53", 10/10/2018,Telephones,Chief Executives
REDACTED PERSONAL INFORMATION,"£4,527.89", 17/10/2018,Care Project,Chief Executives
HARRIS CUFFARO & NICHOLS,"£1,193.76", 11/10/2018,Legal Fees,Chief Executives
HARRIS CUFFARO & NICHOLS,£9.36, 11/10/2018,Legal Fees,Chief Executives
WHYTE & CO,"£3,292.61", 11/10/2018,Student Award Payment,Chief Executives
WHYTE & CO,"-£2,743.84", 11/10/2018,Student Award Payment,Chief Executives
RUNDLES & CO LTD,"£5,893.84", 11/10/2018,Student Award Payment,Chief Executives
RUNDLES & CO LTD,"-£4,911.50", 11/10/2018,Student Award Payment,Chief Executives
HER MAJESTY`S COURTS SERVICE,"£1,038.00", 02/10/2018,Court Costs Summons Fees,Chief Executives
ZEBRA TRAINING SERVICES,£624.00, 11/10/2018,Training Expenses,Chief Executives
REACH PUBLISHING SERVICES LIMITED,"£4,077.66", 11/10/2018,Printing External Contract,Chief Executives
REACH PUBLISHING SERVICES LIMITED,£378.95, 11/10/2018,Printing External Contract,Chief Executives
SIMPLY HIRE LTD T/AS SIMPLY LOOS,"£1,194.00", 12/10/2018,Car Free Day Cost,Chief Executives
CATFORD COURIERS,£928.98, 11/10/2018,Professional Fees,Chief Executives
BURLINGTON CREDIT LIMITED T/AS BURLINGTON GROUP,"£1,080.00", 11/10/2018,Professional Fees,Chief Executives
BURLINGTON CREDIT LIMITED T/AS BURLINGTON GROUP,"£2,160.00", 11/10/2018,Professional Fees,Chief Executives
CHILDREN`S SERVICES NETWORK LTD T/A WILLIS PALMER,"£3,774.00", 11/10/2018,Professional Fees,Chief Executives
GARDEN COURT BARRISTERS FEES ACCOUNT,£660.00, 11/10/2018,Professional Fees,Chief Executives
XMA LIMITED,£871.00, 12/10/2018,Asbestos Analysis,Chief Executives
TELEFONICA UK LTD,"£1,392.05", 12/10/2018,Services Private Contractor,Chief Executives
TELEFONICA UK LTD,"£2,820.00", 12/10/2018,Mobile Phones,Chief Executives
CITY OF LONDON CORPORATION,"£53,072.00", 12/10/2018,Services Joint Authorities,Chief Executives
RUNDLES & CO LTD,"£7,305.37", 12/10/2018,Student Award Payment,Chief Executives
RUNDLES & CO LTD,"-£6,087.78", 12/10/2018,Student Award Payment,Chief Executives
DUNCAN & TODD LTD,"£3,000.00", 12/10/2018,Eye Tests,Chief Executives
SIEMSATEC LTD,£643.20, 12/10/2018,Rm Buildings Gmrs Ext Contract,Chief Executives
QUAY OFFICE FURNISHERS LTD,"£1,584.00", 12/10/2018,Other Services,Chief Executives
QUAY OFFICE FURNISHERS LTD,"£1,020.00", 12/10/2018,Other Services,Chief Executives
ROYAL MAIL GROUP LTD,£329.52, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"£1,099.71", 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£2.90, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£10.75, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£146.72, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£10.67, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£43.46, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£66.34, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£2.90, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£4.30, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£97.31, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£859.45, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£125.69, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£679.00, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£38.18, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£152.76, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£181.54, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£135.30, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£277.57, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£237.05, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£397.58, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£2.90, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£9.10, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"£1,380.80", 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£8.70, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£23.66, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£206.05, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£8.01, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£102.55, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£73.96, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£1.45, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£2.15, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£33.36, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"£1,652.18", 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£201.61, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£559.57, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£177.07, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£708.28, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£172.10, 12/10/2018,Stationery,Chief Executives
ROYAL MAIL GROUP LTD,£93.36, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£347.38, 12/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£327.00, 12/10/2018,Postage - Royal Mail,Chief Executives
MLL TELECOM LTD,"£178,704.00", 12/10/2018,Logicalis Network Services,Chief Executives
KAYLEIGH`S BOUTIQUE LIMITED T/AS PASSIONFLOWER,£528.00, 12/10/2018,Services Private Contractor,Chief Executives
ROYAL MAIL GROUP LTD,£365.36, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£24.87, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"£1,566.79", 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£13.05, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£12.90, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£120.59, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£89.18, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£125.02, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£293.95, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£99.08, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,"£3,932.26", 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£715.06, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£4.57, 15/10/2018,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,£83.96, 15/10/2018,Postage - Royal Mail,Chief Executives
