name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
ROYAL MAIL GROUP LTD,124.21, 02/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,496.86, 02/10/2019,Postage - Royal Mail,Chief Executives
REDACTED PERSONAL INFORMATION,"3,188.57", 02/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"2,790.00", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"4,300.01", 02/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,845.72", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,268.02", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,268.02", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,440.07", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,440.07", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"3,565.00", 02/10/2019,Agency Placements,Childrens Services
THE ADOLESCENT & CHILDRENS TRUST,"5,441.95", 02/10/2019,Agency Placements,Childrens Services
SANCTUARY CARE LTD,"2,262.86", 02/10/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,188.57", 02/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,845.72", 02/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,754.27, 02/10/2019,Agency Placements,Childrens Services
REDACTED PERSONAL INFORMATION,"5,845.72", 02/10/2019,Agency Placements,Childrens Services
WHYTE & CO,"1,697.78", 02/10/2019,Debt Collection Agency Charges,Chief Executives
WHYTE & CO,875.75, 02/10/2019,Debt Collection Agency Charges,Chief Executives
WOLSELEY UK LTD - 7765C34 P/O ONLY,892.12, 02/10/2019,Materials,Housing Services HRA
NHS GREENWICH CCG,"17,365.20", 02/10/2019,In Home Domicilary and Agency Care,Childrens Services
NHS GREENWICH CCG,"7,811.56", 02/10/2019,In Home Domicilary and Agency Care,Childrens Services
GREENWICH SERVICE PLUS LIMITED,"1,124.62", 03/10/2019,Equipment Repair,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,629.66, 03/10/2019,Vehicle Repair In House Trad,Comm Safety and Environment
GREENWICH SERVICE PLUS LIMITED,448.09, 03/10/2019,Vehicle Repair In House Trad,Housing Services HRA
KENT COUNTY COUNCIL,575.65, 03/10/2019,Services Other Local Author,Comm Safety and Environment
CHESHIRE ESTATE AND LEGAL LIMITED,"5,500.00", 03/10/2019,Rm Buildings Responsive Main,Housing Services HRA
ROYAL MAIL GROUP LTD,188.39, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.85, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,899.20, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,13.50, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,28.60, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,7.32, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,11.46, 03/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,224.58, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,15.40, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,46.48, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,7.20, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,530.36, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,4.50, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,6.60, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,112.69, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,817.61, 03/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,8.45, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,150.94, 03/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,479.44, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,110.09, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,3.00, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,1.50, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,110.71, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,329.95, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,12.48, 03/10/2019,Postage - Royal Mail,Chief Executives
REDACTED PERSONAL INFORMATION,"2,440.00", 03/10/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,400.00", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,590.00", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,717.84", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,717.84", 03/10/2019,Supported Living,Health and Adult Services
CHOICE SUPPORT,"88,560.02", 02/10/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,325.00", 03/10/2019,Supported Living,Health and Adult Services
CHOICE SUPPORT,"99,671.06", 02/10/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,691.60", 03/10/2019,Supported Living,Health and Adult Services
CHOICE SUPPORT,"114,395.33", 02/10/2019,Services Private Contractor,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,691.56", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"4,159.80", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,170.48", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"2,936.04", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"5,619.20", 03/10/2019,Supported Living,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,800.00", 03/10/2019,Services Private Contractor,Health and Adult Services
HAYS SPECIALIST RECRUITMENT LTD,"3,783.50", 02/10/2019,Expenditure Payments,Systems Control Accounts
MANPOWER UK LTD,"9,343.20", 02/10/2019,Expenditure Payments,Systems Control Accounts
PENNA PLC,"7,080.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
SANTANDER UK PLC,"3,119.27", 02/10/2019,Expenditure Payments,Systems Control Accounts
NETWORK VENTURES LTD,"3,831.94", 02/10/2019,Expenditure Payments,Systems Control Accounts
THE OYSTER PARTNERSHIP,"25,986.25", 02/10/2019,Expenditure Payments,Systems Control Accounts
SANCTUARY PERSONNEL LIMITED,"1,370.16", 02/10/2019,Expenditure Payments,Systems Control Accounts
MEDICARE FIRST LIMITED,"1,386.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
REMEDY RECRUITMENT GROUP LTD,"8,450.39", 02/10/2019,Expenditure Payments,Systems Control Accounts
STR LIMITED,"2,526.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
COMMUNITY RESOURCING LTD T/AS RESOURCING GROUP,"13,367.54", 02/10/2019,Expenditure Payments,Systems Control Accounts
VENN GROUP LIMITED,"5,169.60", 02/10/2019,Expenditure Payments,Systems Control Accounts
MORGAN HUNT UK LIMITED,"11,791.96", 02/10/2019,Expenditure Payments,Systems Control Accounts
RANDSTAD CPE LIMITED,"8,636.04", 02/10/2019,Expenditure Payments,Systems Control Accounts
METRO BANK PLC,"1,224.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
GFP PAYROLL LIMITED,"3,350.56", 02/10/2019,Expenditure Payments,Systems Control Accounts
EDEN BROWN LIMITED,"2,111.23", 02/10/2019,Expenditure Payments,Systems Control Accounts
CALCO SERVICES LIMITED,"1,644.78", 02/10/2019,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"4,122.01", 02/10/2019,Expenditure Payments,Systems Control Accounts
MACDONALD & COMPANY FREELANCE LTD,"10,726.90", 02/10/2019,Expenditure Payments,Systems Control Accounts
VILLAGE STAFF LIMITED,"5,618.29", 02/10/2019,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"6,933.80", 02/10/2019,Expenditure Payments,Systems Control Accounts
WINLIGHT CONSULTING LTD T/A WINLIGHT RECRUITMENT,"7,677.47", 02/10/2019,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"5,108.05", 02/10/2019,Expenditure Payments,Systems Control Accounts
MMP CONSULTANCY LIMITED,"4,319.38", 02/10/2019,Expenditure Payments,Systems Control Accounts
HOJONA LTD,"3,540.48", 02/10/2019,Expenditure Payments,Systems Control Accounts
CHARLES HUNTER ASSOCIATES LIMITED,"1,764.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
ACTION FIRST RECRUITMENT LTD,"4,319.68", 02/10/2019,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LTD,"1,860.60", 02/10/2019,Expenditure Payments,Systems Control Accounts
LIQUID PERSONNEL LTD,"3,172.70", 02/10/2019,Expenditure Payments,Systems Control Accounts
SELLICK PARTNERSHIP LIMITED,"4,146.20", 02/10/2019,Expenditure Payments,Systems Control Accounts
OSBOURNE RICHARDSON LIMITED,"16,132.50", 02/10/2019,Expenditure Payments,Systems Control Accounts
CARITAS RECRUITMENT LIMITED,"11,411.16", 02/10/2019,Expenditure Payments,Systems Control Accounts
CAPITAL ENGINEERING PERSONNEL LTD,"4,274.83", 02/10/2019,Expenditure Payments,Systems Control Accounts
SKIPTON BUSINESS FINANCE LTD,"17,703.22", 02/10/2019,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LTD,863.50, 02/10/2019,Expenditure Payments,Systems Control Accounts
SERVICE CARE SOLUTIONS LIMITED,"3,752.35", 02/10/2019,Expenditure Payments,Systems Control Accounts
MATCHTECH GROUP (UK) LTD,"1,759.05", 02/10/2019,Expenditure Payments,Systems Control Accounts
TEAMCARE RECRUITMENT LIMITED,"2,069.12", 02/10/2019,Expenditure Payments,Systems Control Accounts
ESSENTIAL EMPLOYMENT LIMITED,"1,264.54", 02/10/2019,Expenditure Payments,Systems Control Accounts
THE HOUSING EXECUTIVE LIMITED,"2,566.30", 02/10/2019,Expenditure Payments,Systems Control Accounts
TEMPEST RESOURCING LTD,"6,951.21", 02/10/2019,Expenditure Payments,Systems Control Accounts
CLIENT DIRECTS LIMITED,"51,887.32", 02/10/2019,Expenditure Payments,Systems Control Accounts
CARRINGTON WEST LIMITED,"2,998.42", 02/10/2019,Expenditure Payments,Systems Control Accounts
THE FRCE RECRUITMENT GROUP LTD,"2,821.02", 02/10/2019,Expenditure Payments,Systems Control Accounts
TRADEWIND RECRUITMENT SOCIAL CARE LTD,"1,695.20", 02/10/2019,Expenditure Payments,Systems Control Accounts
NUCO SOLUTIONS LTD,"4,795.31", 02/10/2019,Expenditure Payments,Systems Control Accounts
CALVERTON FINANCE LIMITED,"1,036.10", 02/10/2019,Expenditure Payments,Systems Control Accounts
HSBC INVOICE FINANCE (UK) LTD,"1,197.62", 02/10/2019,Expenditure Payments,Systems Control Accounts
ROC SEARCH LIMITED,"2,289.84", 02/10/2019,Expenditure Payments,Systems Control Accounts
RBS INVOICE FINANCE LIMITED,"6,320.20", 02/10/2019,Expenditure Payments,Systems Control Accounts
NEW COURT CHAMBERS,"3,180.00", 03/10/2019,Professional Fees,Chief Executives
SPENCER CLARKE GROUP LIMITED,"4,836.47", 02/10/2019,Expenditure Payments,Systems Control Accounts
NONSTOP RECRUITMENT LIMITED,"5,517.10", 02/10/2019,Expenditure Payments,Systems Control Accounts
LEUMI ABL LIMITED,"1,251.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
SME INVOICE FINANCE LTD T/A METRO BANK,"13,185.41", 02/10/2019,Expenditure Payments,Systems Control Accounts
PARKER ROSE RECRUITMENT LTD,901.10, 02/10/2019,Expenditure Payments,Systems Control Accounts
BBL TECHNICAL RECRUITMENT LIMITED,"2,770.10", 02/10/2019,Expenditure Payments,Systems Control Accounts
SONOVATE LTD,"2,312.50", 02/10/2019,Expenditure Payments,Systems Control Accounts
TEMPTING RECRUITMENT SOLUTIONS LTD,"1,612.27", 02/10/2019,Expenditure Payments,Systems Control Accounts
AKTON RESOURCING LTD,"2,946.15", 02/10/2019,Expenditure Payments,Systems Control Accounts
CRA GROUP LIMITED,"5,923.04", 02/10/2019,Expenditure Payments,Systems Control Accounts
GREENACRES RECRUITMENT LIMITED,"6,171.00", 02/10/2019,Expenditure Payments,Systems Control Accounts
GREENWICH MENCAP - THE RIVERWOOD PROJECT,527.12, 03/10/2019,ISF Personal Care,Health and Adult Services
ROYAL MAIL GROUP LTD,148.66, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,494.58, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,30.89, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,33.68, 03/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,79.22, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,389.95, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,2.28, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,17.08, 03/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,42.88, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,44.51, 03/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,1.06, 03/10/2019,Postage - Royal Mail,Chief Executives
NHS GREENWICH CCG,"6,736.50", 03/10/2019,In Home Domicilary and Agency Care,Childrens Services
ROYAL MAIL GROUP LTD,157.56, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,442.16, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,58.04, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,69.31, 03/10/2019,Postage - Royal Mail,Eltham Crematorium Revenue
ROYAL MAIL GROUP LTD,88.58, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,269.99, 03/10/2019,Postage - Royal Mail,Housing Services HRA
ROYAL MAIL GROUP LTD,3.89, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,10.25, 03/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,126.43, 03/10/2019,Postage - Royal Mail,Chief Executives
ROYAL MAIL GROUP LTD,53.34, 03/10/2019,Postage - Royal Mail,Regeneration Enterprise and Sk
ROYAL MAIL GROUP LTD,19.43, 03/10/2019,Postage - Royal Mail,Chief Executives
SMS CONNECTIONS LIMITED,"2,296.87", 03/10/2019,Heating,Capital Housing Revenue Acc
NHS GREENWICH CCG,"15,623.12", 03/10/2019,In Home Domicilary and Agency Care,Childrens Services
CITY HEIGHTS(LONDON)LTD P WALKER A-F,"68,153.72", 03/10/2019,Refurbishment,Capital Housing Revenue Acc
INVICTA BUILDING SERVICES LTD,"161,060.18", 03/10/2019,Heating,Capital Housing Revenue Acc
ENGIE REGENERATION LTD,"6,057.76", 03/10/2019,Refurbishment,Capital Housing Revenue Acc
GREENWICH & DOCKLANDS FESTIVALS,"24,000.00", 03/10/2019,Grants To Voluntary Organ,Chief Executives
CROYDON HEALTH SERVICES NHS TRUST,"1,247.41", 03/10/2019,Medical Services,Health and Adult Services
CROYDON HEALTH SERVICES NHS TRUST,"1,229.93", 03/10/2019,Medical Services,Health and Adult Services
IMPERIAL COLLEGE HEALTHCARE NHS TRUST,"9,540.20", 03/10/2019,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,"7,175.00", 03/10/2019,Services Other Local Author,Childrens Services
MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,560.00, 03/10/2019,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,"1,217.70", 03/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,487.68", 03/10/2019,Other Services,Childrens Services
HUMMINGBIRD DAY NURSERY,"1,494.75", 03/10/2019,Other Services,Childrens Services
BARTS HEALTH NHS TRUST,"3,815.73", 03/10/2019,Medical Services,Health and Adult Services
KENT COUNTY COUNCIL (KCS),"2,287.16", 03/10/2019,Rm Premises Costs Dual,Childrens Services
BRIGHTON & SUSSEX UNIVERSITY HOSPITALS NHS TRUST,510.41, 03/10/2019,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,044.25", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"5,978.88", 02/10/2019,Other Services,Childrens Services
BRIGHTSPARKS (ELTHAM) LTD T/A BRIGHTSPARKS DAY NUR,"2,823.39", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,826.55", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"8,968.32", 02/10/2019,Other Services,Childrens Services
THE CO-OPERATIVE CHILDCARE,"4,982.47", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,996.48, 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"1,217.70", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"9,964.80", 02/10/2019,Other Services,Childrens Services
BUSY BEES CHARLTON,"6,145.03", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"15,830.10", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"12,105.08", 02/10/2019,Other Services,Childrens Services
GRACE EDUCATION LTD,"8,470.16", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,608.85, 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"10,961.28", 02/10/2019,Other Services,Childrens Services
BRIGHT HORIZONS FAMILY SOLUTIONS,"4,615.77", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"5,479.65", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,269.25", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"6,624.42", 02/10/2019,Other Services,Childrens Services
ST PAULS PLAYGROUP PLUMSTEAD,"1,992.98", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,419.55", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"19,255.06", 02/10/2019,Other Services,Childrens Services
ZEEBA WOOLWICH LIMITED T/AS ZEEBA DAYCARE,"10,463.09", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"3,653.10", 02/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"5,978.88", 02/10/2019,Other Services,Childrens Services
TELEFONICA UK LTD,"19,751.59", 03/10/2019,Mobile Phones,Chief Executives
TELEFONICA UK LTD,172.60, 03/10/2019,Mobile Phones,Chief Executives
NOWMEDICAL,"1,496.40", 03/10/2019,Professional Fees,Housing Services HRA
LEWISHAM & GREENWICH NHS TRUST,"21,276.02", 04/11/2019,Medical Services,Health and Adult Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"3,722.40", 03/10/2019,Services by External Providers,Childrens Services
REDACTED PERSONAL INFORMATION,"2,739.83", 03/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"7,307.54", 03/10/2019,Other Services,Childrens Services
SMART KIDZ DAY NURSERIES LTD,"3,404.66", 03/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,996.48, 03/10/2019,Other Services,Childrens Services
REDACTED PERSONAL INFORMATION,"8,523.90", 03/10/2019,Other Services,Childrens Services
