name,Invoice Line Amount,Payment Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,862.80, 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,"1,391.02", 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,534.91, 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,862.80, 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,812.78, 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,929.60, 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,529.00, 02/01/2019,Residence Orders - Section 8 Payments,Childrens Services
REDACTED PERSONAL INFORMATION,189.98, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,189.98, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-187.74, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,81.43, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,21.43, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,540.12, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,50.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,444.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,683.20, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,385.00, 02/01/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,135.00, 02/01/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,-50.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,483.42, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,71.40, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,483.42, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,149.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,491.54, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,444.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,596.82, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,683.20, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,683.20, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,45.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,1.80, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,683.20, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,634.20, 02/01/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,904.60, 02/01/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,222.00, 02/01/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,189.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,398.48, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,391.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,444.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,444.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,179.00, 02/01/2019,Equipment,Childrens Services
REDACTED PERSONAL INFORMATION,-50.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,-50.00, 02/01/2019,LC Staying Put,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-124.95, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-104.30, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,-136.90, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,108.56, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,141.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,"1,402.80", 02/01/2019,Government Grants Clg Inc Gol,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,210.00, 02/01/2019,Foster Carer Task Work,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,178.20, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,546.84, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,224.42, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,490.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,75.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,27.14, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,39.06, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,379.96, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,496.86, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,244.26, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,319.41, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,244.26, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,319.41, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,963.20, 02/01/2019,Government Grants Clg Inc Gol,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,298.06, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,391.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,736.88, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,336.00, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,440.16, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,292.04, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,433.44, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,935.20, 02/01/2019,Government Grants Clg Inc Gol,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,633.22, 02/01/2019,Fostering Allowances,Childrens Services
REDACTED PERSONAL INFORMATION,443.94, 02/01/2019,Asylum Immigration,Childrens Services
REDACTED PERSONAL INFORMATION,583.24, 02/01/2019,Asylum Immigration,Childrens Services
